Date,ADS.DE,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,DBK.DE,DTE.DE,FRE.DE,HEI.DE,MBG.DE,MUV2.DE,RWE.DE,SAP.DE,SIE.DE,VOW3.DE
2000-01-04,-0.03588945254783216,0.0,-0.028728869677501656,-0.04117599372156544,-0.041189547476101485,-0.05158226730537896,-0.021352734678457885,-0.029998922552171958,-0.0314574232784568,-0.039064939820182776,-0.06703001093553596,0.00025756754178907215,-0.04863858887505623,-0.041243806740393296,-0.04561006528639533
2000-01-05,-0.02399541964363694,-0.00473559321875161,-0.03893963904028119,-0.026907425674755903,-0.019986322888093433,-0.013035972632182258,-0.036634357381010396,-0.015703537764653053,0.0013306409126121466,-0.012911859459769914,0.07290659995749049,-0.03327087057073852,-0.1286049127218165,-0.03442256398672594,0.006644209736018425
2000-01-06,0.041964149709449394,0.04031567511803935,0.0037548335253099197,0.0034032332435196544,-0.0032496717730889912,0.049699745927514805,-0.09381873145557007,0.021353293704399423,-0.04348508633645087,-0.02493242212514568,0.03831859885550237,0.019781791648759484,0.03192572738802424,-0.01230240923551884,0.02129505309018276
2000-01-07,-0.013793505008086182,0.02743153549411037,0.04019738992103328,0.04083117755264487,-0.0018099726258795634,0.02985300781112299,0.059505282324323616,-0.0035273157661110943,-0.002781670293263261,0.02356323380243186,0.044125214511181454,-0.021114299594473085,0.19266398856644784,0.039441815374384515,0.024969315427010308
2000-01-10,0.015025740686396283,0.005750094919130255,0.004390137658964122,0.035668477721992,0.03908127118003479,-0.026102440326730036,0.023207313993494072,0.011244119121511797,0.00970222677024557,0.028760510803090167,0.007168129323398276,-0.0050809641384708115,0.04003561873877093,0.05779554940692799,0.006931334317413995
2000-01-11,-0.009347067921062102,-0.009156512021229801,-0.045420891309702505,-0.030030796127408,-0.003490139614797272,0.003496131969126459,-0.003931493324979218,0.006269444427610793,0.023177585958771285,-0.013939497046907334,0.0035652557826439946,-0.004029579366378044,0.031522718100085445,0.006875634629868621,0.009685964218035359
2000-01-12,-0.005678672765334181,0.004441264733903161,0.00020885298719752754,-0.0442060642762061,-0.014439443533315721,-0.030546423485358076,0.029852790038049193,-0.01040121818846984,0.010057193677452059,0.0001349982703433561,0.0035521900932602435,-0.001346896360086447,0.020418144705758756,-0.010653508350639385,-0.007490524733947179
2000-01-13,-0.030315802310717732,0.016117411076361776,-0.010471613899192711,-0.006802806324097688,-0.028424439440062343,0.035946736946072644,0.0,0.0034327017152064876,-0.006022224131844833,0.018716989234039527,0.007067608769009581,-0.019048089801075196,0.010489720254161394,0.038080529210182235,-0.02924551407333542
2000-01-14,-0.03644707184123508,0.07650327897380116,0.0,0.023609803088485037,-0.007325796098883952,0.006561140653249087,0.04738877403043107,0.0,0.0006707211863257179,-0.002652208295584657,0.08274744851982518,-0.009661856795335044,0.022356863283213624,0.05063411322083944,0.00032236693447362796
2000-01-17,0.009604780569909988,-0.005264829386566916,0.007759278895717259,0.027399067511818753,0.0029366361726888,0.026170697712265323,0.027118258303005405,0.0,0.01794675343844432,-0.033215039159231186,0.014481058907160005,-0.012561164423788185,-0.015424515719341336,0.0219386769644645,0.03298719578893561
2000-01-18,0.0,-0.027917059135056377,0.0016698706151476728,-0.02517932078554974,-0.010316971269579867,-0.014937853898681297,-0.04694897339860926,0.0,-0.03909435991506127,0.00013742123381899063,-0.0460938510983393,0.019472060236705335,-0.044137532760267995,-0.042036020186463574,-0.01604045679448296
2000-01-19,-0.020803191894762207,0.0021407669652964145,0.038659525422424235,0.0,0.02161644810223118,-0.002943622321067707,-0.009342585816883187,0.006898923696656123,0.01103644459951969,-0.0013741036233234638,0.0036731426182772253,-0.008576660667876101,-0.009066255517034882,-0.0132454978921559,-0.02862371761701299
2000-01-20,-0.016654663001476333,0.0024970882255326288,-0.008868105089324896,-0.013393175654584422,-0.05169386946825716,-0.007694728623201641,0.0,0.0,-0.017772114813606965,-0.024348912292632363,-0.0422117818208525,-0.01935839658333638,0.0250032092324588,0.046011044258051914,-0.018107603245055337
2000-01-21,0.0007632866242097691,-0.026391244370942424,-0.027707912010542568,-0.016997637762422357,-0.017324867530937205,-0.01968139158998028,-0.03527171594174705,6.959277660723018e-05,0.006872808768158656,0.001267035472248601,-0.01083733810967491,0.03479858628397414,-0.005165377550309991,-0.003133911676501455,0.0
2000-01-24,0.006841454365837052,-0.012885122206157895,-0.01827236295660839,0.005698041811807997,-0.039609008858132455,-0.02342097887865613,-0.03733792879015807,0.0,-0.024264511161021574,-0.01688085095679126,-0.028522476793393814,-0.014884782893824777,0.03681419172882716,0.026293779253887983,-0.008340573386602212
2000-01-25,-0.033274592212312104,-0.03968147786789711,-0.04176705692658356,-0.05368845647267628,-0.059085266452088,-0.027674447437545435,0.02469284757786694,-0.013986247783011496,0.02289374133836386,-0.03493821208694703,-0.03980536110689492,-0.023319007753172638,-0.027925103953979402,0.009552609744489793,-0.02030491789079969
2000-01-26,-0.03490705323142196,0.025167805629411788,-0.02755896564214444,-0.002401046746684621,0.04688961419909221,0.013429475825438075,0.06863908806691832,0.027710936146694287,0.014976553889972433,-0.005943774405106961,0.05381171883753666,-0.014026257942064024,0.01754452125643402,0.0,-0.010654840617070338
2000-01-27,0.05828428223360316,0.02853612477883427,0.011968220877242697,-0.016970322695984308,-0.00821332720252732,-0.0032772265673086665,0.0656873699043734,-0.031167329644211872,-0.006779707203814489,0.0401661190681768,-0.027478141448059823,-0.023036194373446506,0.05662624828072449,0.05414106889791093,0.025922216356049965
2000-01-28,-0.052622891414245476,-0.007072037129865372,0.015590744764901743,0.006094274914762998,0.03125911518642699,-0.008368416771156184,-0.048856546575687165,0.07150988425539895,-0.010256347793085041,-0.024638943605121533,0.02965148942879825,0.0073472371802418834,0.017916315945089245,0.007973427556357215,-0.022817354103057852
2000-01-31,-0.07865929512410519,-0.03975949140730606,-0.02687758353615477,-0.030346566510606632,-0.058429194735290846,-0.01980252475714739,-0.035389307037549944,-0.033448098845285656,-0.02364532582702461,-0.02601373779063154,-0.05433027489352238,-0.041859396306898056,-0.07107056799295153,-0.08267670026283369,-0.014923313441916886
2000-02-01,0.030755565282786446,0.0071217903291911355,-0.047179542832289645,0.003251337077050831,0.025105987058129386,0.024375774331042876,0.07760124229192344,0.010152502040584821,-0.009190373992393752,0.008995313667004456,0.029068088858030805,-0.008586372718396351,0.055616586894501996,0.0355893230397788,-0.003853317721123073
2000-02-02,-0.02744565694088852,-0.003554269208540184,0.06851701842456137,0.042767810120639016,0.003300171224979831,0.0432827492432013,-0.009377433684094605,0.01669476270978887,-0.03101595941684243,0.0,0.009082480324111408,0.003382076674995016,0.011248281783171166,0.0010402327922882648,0.0003508618513015094
2000-02-03,-0.0017406765290242099,0.0,-0.030459330353910907,0.017783292711574195,0.0568382556210687,0.007738085744528611,0.11912811096667753,0.06163703399750009,-0.03655752613095764,0.012606830853671536,-0.009082480324111408,-0.02423257930314593,0.017036732312367242,0.0537606493955769,-0.014134201123416457
2000-02-04,0.0,0.0059171621806335395,-0.013376699712846385,-0.027398898759250834,-0.009382355352409277,-0.0015669262756912161,0.020107295318576135,0.05393653106426477,-0.043485328020212766,-0.0004424831687690478,0.03228342787143834,-0.022258194864151815,0.007145547107923811,0.05884978510223249,-0.03255270189887405
2000-02-07,0.0722396065104074,0.00851782978412352,-0.03112720823470161,-0.026929486145760073,-0.01424076553776521,-0.008479794352084014,-0.05784757371670457,-0.005917838216553228,-0.040491492498642145,-0.011418271908625766,-0.0319186692789577,0.006410418803854512,-0.0005536372946792767,0.00924490027153091,-0.007750824482024576
2000-02-08,-0.05822688877369586,-0.0049841527106089245,0.030662501841745016,0.07180113386233389,-0.003991974221267736,0.007272835057324123,0.09010843493211729,0.026356099603068284,0.04839680195179419,-0.010495005031629034,-0.006955683513072408,0.030209486970920185,0.061029439385162476,0.047913552469730725,-0.018321686508503632
2000-02-09,-0.0567240542278582,0.035091448758049815,0.0011609880116272286,0.011481313882498068,0.0,0.006020388922358677,0.04760167383441649,0.008633257548137596,-0.02551965414594326,-0.009083838659413423,0.021047655274466948,-0.02701985282249897,0.026891702777678272,0.04906897237176722,0.007519197822186019
2000-02-10,0.016231206979858914,0.035271836542751345,0.020666520148712397,0.015855210712718115,0.033434677436934734,0.02548309773509727,-0.005420123895053308,-0.08052024560769633,-0.011372828140498559,0.017338828490927938,0.03884167696399654,0.004765494438546014,-0.02897916481557905,-0.03744113315562547,-0.0003748366866522801
2000-02-11,-0.05232945344463413,0.01899687347520551,0.002950059475008704,-0.034289198407984056,-0.007766938027977233,0.003504764472815669,-0.032029085791496215,0.00927329631460383,-0.0032737934400945967,-0.01399856550521017,0.020548858208799814,-0.034174633366270246,-0.021879263168085306,-0.00870817924219569,-0.007899304075706048
2000-02-14,-0.029652938676088425,0.008005319531434019,-0.021299073994084594,0.01614800930693283,-0.011764786305416663,-0.013501930940685636,-0.02040881170202624,-0.039540640075304,-0.016529356580175403,0.014745987926284343,0.0234517072240763,0.07910884943822527,-0.006888817597234809,0.02828446339132018,-0.01829294307655127
2000-02-15,-0.035577002751748577,-0.010697104213983621,-0.0525125282245853,-0.057696686520184226,-0.013902953103540838,-0.04348523651462921,-0.03853403989070037,-0.04050199146518496,0.032790467797030765,-0.009907126967320323,-0.004979684018854513,0.04734608886578284,-0.043642116302073486,-0.0821281200434445,0.007662704703733869
2000-02-16,0.03168577063320566,-0.0054056134323205995,0.07063418856021797,0.032202854815419624,0.02371658411187516,0.004680337429834314,0.011834455380064224,0.045610296915687965,-0.016261111216855362,-0.008179123944681788,-0.00166521168386069,0.017192157795013152,0.04976774055650379,0.0011687291723685433,-0.0038241207647153885
2000-02-17,0.023122434168781236,-0.04149973798964446,0.055490213074953054,0.030060120918761868,-0.015748508185840837,-0.01211539341269452,0.023257043832013657,0.025159038310197168,-0.009056853876457271,-0.00091332832618507,-0.027028459607668864,-0.02357095251637098,0.021896104490387813,0.01645857435882192,0.015586719460170428
2000-02-18,0.037387525503052466,-0.0053815645575348015,0.01916980660911527,0.001820548411770595,0.03891554067468661,0.0018639251478203,0.022728121472980867,0.00927329631460383,-0.04137382456101557,-0.010559020900628546,-0.018980312940539257,-0.01140876193828344,-0.0007471218982701977,-0.033005409324381674,-0.02057988802595201
2000-02-21,-0.05274257844959429,0.01522009793586232,-0.008474654917001612,-0.013275469000638918,0.050243049402032725,0.05635810294885246,-0.017111959397246412,-0.010516332538575313,0.02972604804751766,-0.007722151053010773,0.01210771545636291,0.02240098436364324,-0.023901006930931334,0.018388550001638748,-0.014349808624462224
2000-02-22,-0.004847460243968094,-0.008568157252702768,-0.010695151692113658,0.011454920588868323,0.007233373991268888,0.042050892163465914,-0.021955829532162685,-0.049723419421756176,-0.02114216391158452,-0.0007756433593755219,0.017094245570484112,0.016831202496832898,0.005344270712761112,0.01280132205851725,0.0038988846843386327
2000-02-23,-0.03661993671235475,0.0015506020600133397,0.013669377677210992,-0.0045662892139972655,-0.031109617064626338,0.0035940724045513406,0.022070340039181957,-0.019136617685310053,0.024483887599339393,-0.018794507954199346,0.016806811521361098,0.03228769741746085,0.004254106889267639,0.08973348626398003,-0.07470701467946039
2000-02-24,-0.012170107432332156,-0.004517218281922197,-0.026656380973166804,-0.023149361434757765,0.0,-0.019242293571816393,0.028170806741988574,-0.024276266028573357,-0.011744936811858064,-0.01834901153438695,-0.031077819928704287,-0.0694624136026909,-0.022231184645678415,-0.006165125725534182,-0.06719735041122643
2000-02-25,0.024194524255990668,0.005924674536958108,-0.01625358099808283,0.002339358938711289,0.0037106150373507063,0.02013862156010182,0.0,-0.0034185801275912198,-0.02132283492341447,0.05787368164200268,-0.0028232371631409237,-0.019567762979614933,0.05724476503488951,0.05272075170777857,0.04814951463641837
2000-02-28,0.05389927272804407,0.020188698945650785,0.03780574549496718,0.0011674909692866997,-0.033518678997459084,-0.015463756845032872,-0.05715852315675596,-0.02777957556448829,0.0,0.02402513762531333,0.013698412407226357,0.017804516583049157,-0.038506793358559666,-0.04849759019038835,0.012738507213867045
2000-02-29,0.037418743441787417,-0.010391476633850871,0.01060464540818673,0.02169987233313231,0.020846133866091243,0.0010231645343306006,0.012858365565894925,0.0035149175292836787,0.00858388413593314,0.037850270806468966,-0.03425323707404626,0.02383155711059226,0.00121655127460496,0.029163034207659422,-0.007623447734915967
